25.00
0.00,0.00,0,795
0.50,0.87,0,755
-0.50,0.87,0,698
-1.00,0.00,0,33
-0.50,-0.87,0,265
0.50,-0.87,0,10
1.00,-0.00,0,867
1.73,1.00,0,697
1.00,1.73,0,729
0.00,2.00,0,962
-1.00,1.73,0,717
-1.73,1.00,0,29
-2.00,0.00,0,645
-1.73,-1.00,0,586
-1.00,-1.73,0,668
-0.00,-2.00,0,666
1.00,-1.73,0,625
1.73,-1.00,0,340
2.00,0.00,0,820
2.82,1.03,0,784
2.30,1.93,0,628
1.50,2.60,0,608
0.52,2.95,0,197
-0.52,2.95,0,706
-1.50,2.60,0,732
-2.30,1.93,0,578
-2.82,1.03,0,367
-3.00,0.00,0,426
-2.82,-1.03,0,530
-2.30,-1.93,0,756
-1.50,-2.60,0,474
-0.52,-2.95,0,612
0.52,-2.95,0,798
1.50,-2.60,0,375
2.30,-1.93,0,304
2.82,-1.03,0,656
3.00,-0.00,0,931
3.87,0.99,0,380
3.51,1.93,0,527
2.92,2.74,0,10
2.14,3.38,0,708
1.24,3.80,0,662
0.25,3.99,0,173
-0.75,3.93,0,42
-1.70,3.62,0,52
-2.55,3.08,0,877
-3.24,2.35,0,175
-3.72,1.47,0,603
-3.97,0.50,0,398
-3.97,-0.50,0,544
-3.72,-1.47,0,91
-3.24,-2.35,0,612
-2.55,-3.08,0,419
-1.70,-3.62,0,104
-0.75,-3.93,0,33
0.25,-3.99,0,159
1.24,-3.80,0,702
2.14,-3.38,0,795
2.92,-2.74,0,887
3.51,-1.93,0,556
3.87,-0.99,0,615
4.00,0.00,0,445
4.90,1.01,0,879
4.59,1.97,0,739
4.10,2.86,0,1005
3.44,3.62,0,956
2.64,4.24,0,436
1.74,4.69,0,70
0.76,4.94,0,514
-0.25,4.99,0,781
-1.25,4.84,0,288
-2.20,4.49,0,268
-3.06,3.95,0,739
-3.79,3.26,0,845
-4.37,2.43,0,880
-4.77,1.50,0,519
-4.97,0.51,0,789
-4.97,-0.51,0,238
-4.77,-1.50,0,992
-4.37,-2.43,0,899
-3.79,-3.26,0,213
-3.06,-3.95,0,21
-2.20,-4.49,0,350
-1.25,-4.84,0,486
-0.25,-4.99,0,269
0.76,-4.94,0,392
1.74,-4.69,0,159
2.64,-4.24,0,527
3.44,-3.62,0,701
4.10,-2.86,0,480
4.59,-1.97,0,728
4.90,-1.01,0,6
5.00,-0.00,0,942
5.91,1.01,0,115
5.66,2.00,0,201
5.24,2.93,0,859
4.67,3.77,0,821
3.96,4.50,0,45
3.15,5.11,0,976
2.24,5.57,0,1016
1.26,5.87,0,775
0.25,5.99,0,782
-0.76,5.95,0,19
-1.76,5.74,0,813
-2.70,5.36,0,637
-3.57,4.82,0,258
-4.33,4.15,0,246
-4.97,3.36,0,836
-5.47,2.47,0,513
-5.81,1.51,0,50
-5.98,0.51,0,943
-5.98,-0.51,0,106
-5.81,-1.51,0,768
-5.47,-2.47,0,889
-4.97,-3.36,0,685
-4.33,-4.15,0,944
-3.57,-4.82,0,241
-2.70,-5.36,0,348
-1.76,-5.74,0,991
-0.76,-5.95,0,987
0.25,-5.99,0,408
1.26,-5.87,0,944
2.24,-5.57,0,487
3.15,-5.11,0,817
3.96,-4.50,0,686
4.67,-3.77,0,692
5.24,-2.93,0,753
5.66,-2.00,0,323
5.91,-1.01,0,954
6.00,-0.00,0,195
6.93,1.02,0,47
6.70,2.02,0,28
6.34,2.97,0,819
5.84,3.86,0,552
5.21,4.67,0,518
4.48,5.38,0,364
3.65,5.98,0,738
2.74,6.44,0,555
1.77,6.77,0,18
0.77,6.96,0,180
-0.26,7.00,0,194
-1.27,6.88,0,287
-2.26,6.63,0,651
-3.20,6.23,0,423
-4.07,5.69,0,800
-4.86,5.04,0,175
-5.54,4.28,0,735
-6.10,3.43,0,114
-6.54,2.50,0,585
-6.83,1.52,0,290
-6.98,0.51,0,158
-6.98,-0.51,0,1004
-6.83,-1.52,0,944
-6.54,-2.50,0,78
-6.10,-3.43,0,887
-5.54,-4.28,0,645
-4.86,-5.04,0,109
-4.07,-5.69,0,1008
-3.20,-6.23,0,520
-2.26,-6.63,0,322
-1.27,-6.88,0,2
-0.26,-7.00,0,121
0.77,-6.96,0,704
1.77,-6.77,0,243
2.74,-6.44,0,903
3.65,-5.98,0,344
4.48,-5.38,0,169
5.21,-4.67,0,939
5.84,-3.86,0,861
6.34,-2.97,0,27
6.70,-2.02,0,254
6.93,-1.02,0,782
7.00,0.00,0,581
7.94,1.00,0,103
7.75,1.99,0,149
7.44,2.94,0,375
7.01,3.85,0,925
6.47,4.70,0,889
5.83,5.48,0,733
5.10,6.16,0,873
4.29,6.75,0,645
3.41,7.24,0,655
2.47,7.61,0,518
1.50,7.86,0,904
0.50,7.98,0,564
-0.50,7.98,0,57
-1.50,7.86,0,580
-2.47,7.61,0,161
-3.41,7.24,0,582
-4.29,6.75,0,215
-5.10,6.16,0,691
-5.83,5.48,0,883
-6.47,4.70,0,64
-7.01,3.85,0,177
-7.44,2.94,0,859
-7.75,1.99,0,388
-7.94,1.00,0,219
-8.00,-0.00,0,272
-7.94,-1.00,0,590
-7.75,-1.99,0,71
-7.44,-2.94,0,57
-7.01,-3.85,0,951
-6.47,-4.70,0,970
-5.83,-5.48,0,777
-5.10,-6.16,0,353
-4.29,-6.75,0,234
-3.41,-7.24,0,560
-2.47,-7.61,0,617
-1.50,-7.86,0,844
-0.50,-7.98,0,400
0.50,-7.98,0,821
1.50,-7.86,0,136
2.47,-7.61,0,811
3.41,-7.24,0,757
4.29,-6.75,0,561
5.10,-6.16,0,509
5.83,-5.48,0,959
6.47,-4.70,0,234
7.01,-3.85,0,523
7.44,-2.94,0,407
7.75,-1.99,0,981
7.94,-1.00,0,903
8.00,0.00,0,738
8.94,1.01,0,121
8.77,2.00,0,265
8.49,2.97,0,216
8.11,3.90,0,289
7.62,4.79,0,81
7.04,5.61,0,762
6.36,6.36,0,454
5.61,7.04,0,642
4.79,7.62,0,920
3.90,8.11,0,375
2.97,8.49,0,458
2.00,8.77,0,120
1.01,8.94,0,756
0.00,9.00,0,486
-1.01,8.94,0,596
-2.00,8.77,0,105
-2.97,8.49,0,763
-3.90,8.11,0,217
-4.79,7.62,0,435
-5.61,7.04,0,309
-6.36,6.36,0,585
-7.04,5.61,0,333
-7.62,4.79,0,349
-8.11,3.90,0,980
-8.49,2.97,0,531
-8.77,2.00,0,378
-8.94,1.01,0,210
-9.00,0.00,0,833
-8.94,-1.01,0,576
-8.77,-2.00,0,576
-8.49,-2.97,0,499
-8.11,-3.90,0,868
-7.62,-4.79,0,30
-7.04,-5.61,0,194
-6.36,-6.36,0,570
-5.61,-7.04,0,986
-4.79,-7.62,0,553
-3.90,-8.11,0,148
-2.97,-8.49,0,247
-2.00,-8.77,0,126
-1.01,-8.94,0,440
0.00,-9.00,0,744
1.01,-8.94,0,1007
2.00,-8.77,0,592
2.97,-8.49,0,851
3.90,-8.11,0,708
4.79,-7.62,0,828
5.61,-7.04,0,565
6.36,-6.36,0,617
7.04,-5.61,0,304
7.62,-4.79,0,240
8.11,-3.90,0,296
8.49,-2.97,0,562
8.77,-2.00,0,675
8.94,-1.01,0,554
9.00,0.00,0,566
9.95,1.01,0,285
9.80,2.01,0,620
9.54,2.99,0,842
9.19,3.94,0,829
8.74,4.85,0,336
8.21,5.71,0,996
7.59,6.51,0,43
6.89,7.25,0,1003
6.12,7.91,0,270
5.29,8.49,0,826
4.40,8.98,0,551
3.47,9.38,0,283
2.51,9.68,0,548
1.51,9.88,0,902
0.51,9.99,0,737
-0.51,9.99,0,49
-1.51,9.88,0,733
-2.51,9.68,0,269
-3.47,9.38,0,861
-4.40,8.98,0,195
-5.29,8.49,0,588
-6.12,7.91,0,316
-6.89,7.25,0,704
-7.59,6.51,0,273
-8.21,5.71,0,580
-8.74,4.85,0,465
-9.19,3.94,0,174
-9.54,2.99,0,196
-9.80,2.01,0,682
-9.95,1.01,0,801
-10.00,0.00,0,523
-9.95,-1.01,0,397
-9.80,-2.01,0,500
-9.54,-2.99,0,785
-9.19,-3.94,0,742
-8.74,-4.85,0,513
-8.21,-5.71,0,124
-7.59,-6.51,0,943
-6.89,-7.25,0,104
-6.12,-7.91,0,782
-5.29,-8.49,0,265
-4.40,-8.98,0,792
-3.47,-9.38,0,973
-2.51,-9.68,0,140
-1.51,-9.88,0,41
-0.51,-9.99,0,5
0.51,-9.99,0,772
1.51,-9.88,0,797
2.51,-9.68,0,46
3.47,-9.38,0,585
4.40,-8.98,0,514
5.29,-8.49,0,71
6.12,-7.91,0,908
6.89,-7.25,0,446
7.59,-6.51,0,180
8.21,-5.71,0,671
8.74,-4.85,0,428
9.19,-3.94,0,889
9.54,-2.99,0,403
9.80,-2.01,0,1010
9.95,-1.01,0,951
10.00,0.00,0,1012
10.95,1.00,0,394
10.82,1.99,0,947
10.59,2.97,0,318
10.28,3.92,0,205
9.88,4.84,0,585
9.40,5.72,0,448
8.84,6.55,0,268
8.21,7.32,0,455
7.51,8.04,0,75
6.75,8.69,0,898
5.93,9.27,0,543
5.06,9.77,0,883
4.15,10.19,0,772
3.21,10.52,0,370
2.24,10.77,0,860
1.25,10.93,0,375
0.25,11.00,0,119
-0.75,10.97,0,672
-1.75,10.86,0,806
-2.73,10.66,0,248
-3.68,10.36,0,133
-4.61,9.99,0,837
-5.50,9.53,0,568
-6.34,8.99,0,853
-7.13,8.37,0,375
-7.87,7.69,0,127
-8.53,6.94,0,469
-9.13,6.14,0,843
-9.65,5.28,0,855
-10.09,4.38,0,918
-10.45,3.45,0,548
-10.72,2.48,0,923
-10.90,1.50,0,567
-10.99,0.50,0,83
-10.99,-0.50,0,425
-10.90,-1.50,0,721
-10.72,-2.48,0,4
-10.45,-3.45,0,961
-10.09,-4.38,0,806
-9.65,-5.28,0,194
-9.13,-6.14,0,494
-8.53,-6.94,0,52
-7.87,-7.69,0,308
-7.13,-8.37,0,160
-6.34,-8.99,0,63
-5.50,-9.53,0,832
-4.61,-9.99,0,325
-3.68,-10.36,0,258
-2.73,-10.66,0,279
-1.75,-10.86,0,221
-0.75,-10.97,0,676
0.25,-11.00,0,238
1.25,-10.93,0,454
2.24,-10.77,0,232
3.21,-10.52,0,966
4.15,-10.19,0,395
5.06,-9.77,0,752
5.93,-9.27,0,379
6.75,-8.69,0,322
7.51,-8.04,0,178
8.21,-7.32,0,594
8.84,-6.55,0,1003
9.40,-5.72,0,719
9.88,-4.84,0,788
10.28,-3.92,0,584
10.59,-2.97,0,679
10.82,-1.99,0,930
10.95,-1.00,0,918
11.00,0.00,0,71
11.96,1.00,0,596
11.83,2.00,0,557
11.62,2.98,0,452
11.33,3.95,0,418
10.96,4.88,0,322
10.52,5.78,0,348
10.00,6.64,0,105
9.40,7.45,0,489
8.75,8.21,0,839
8.03,8.92,0,324
7.26,9.56,0,160
6.43,10.13,0,591
5.56,10.63,0,120
4.65,11.06,0,738
3.71,11.41,0,857
2.74,11.68,0,144
1.75,11.87,0,825
0.75,11.98,0,399
-0.25,12.00,0,987
-1.25,11.93,0,61
-2.25,11.79,0,537
-3.23,11.56,0,790
-4.18,11.25,0,328
-5.11,10.86,0,730
-6.00,10.39,0,441
-6.85,9.85,0,749
-7.65,9.25,0,939
-8.40,8.57,0,421
-9.08,7.84,0,814
-9.71,7.05,0,53
-10.26,6.22,0,945
-10.75,5.34,0,56
-11.16,4.42,0,900
-11.49,3.47,0,1000
-11.74,2.49,0,251
-11.91,1.50,0,126
-11.99,0.50,0,449
-11.99,-0.50,0,409
-11.91,-1.50,0,149
-11.74,-2.49,0,924
-11.49,-3.47,0,146
-11.16,-4.42,0,170
-10.75,-5.34,0,966
-10.26,-6.22,0,99
-9.71,-7.05,0,728
-9.08,-7.84,0,382
-8.40,-8.57,0,349
-7.65,-9.25,0,374
-6.85,-9.85,0,897
-6.00,-10.39,0,64
-5.11,-10.86,0,390
-4.18,-11.25,0,915
-3.23,-11.56,0,84
-2.25,-11.79,0,594
-1.25,-11.93,0,415
-0.25,-12.00,0,828
0.75,-11.98,0,119
1.75,-11.87,0,624
2.74,-11.68,0,569
3.71,-11.41,0,819
4.65,-11.06,0,876
5.56,-10.63,0,926
6.43,-10.13,0,619
7.26,-9.56,0,427
8.03,-8.92,0,626
8.75,-8.21,0,616
9.40,-7.45,0,683
10.00,-6.64,0,833
10.52,-5.78,0,807
10.96,-4.88,0,1005
11.33,-3.95,0,898
11.62,-2.98,0,761
11.83,-2.00,0,785
11.96,-1.00,0,57
12.00,-0.00,0,60
0.00,0.00,1,607
0.50,0.87,1,33
-0.50,0.87,1,116
-1.00,0.00,1,785
-0.50,-0.87,1,119
0.50,-0.87,1,11
1.00,-0.00,1,382
1.73,1.00,1,220
1.00,1.73,1,441
0.00,2.00,1,594
-1.00,1.73,1,200
-1.73,1.00,1,206
-2.00,0.00,1,465
-1.73,-1.00,1,298
-1.00,-1.73,1,298
-0.00,-2.00,1,376
1.00,-1.73,1,274
1.73,-1.00,1,390
2.00,0.00,1,39
2.82,1.03,1,935
2.30,1.93,1,541
1.50,2.60,1,900
0.52,2.95,1,619
-0.52,2.95,1,92
-1.50,2.60,1,98
-2.30,1.93,1,458
-2.82,1.03,1,131
-3.00,0.00,1,238
-2.82,-1.03,1,635
-2.30,-1.93,1,96
-1.50,-2.60,1,898
-0.52,-2.95,1,816
0.52,-2.95,1,886
1.50,-2.60,1,539
2.30,-1.93,1,336
2.82,-1.03,1,64
3.00,-0.00,1,374
3.87,0.99,1,779
3.51,1.93,1,35
2.92,2.74,1,8
2.14,3.38,1,534
1.24,3.80,1,437
0.25,3.99,1,112
-0.75,3.93,1,241
-1.70,3.62,1,188
-2.55,3.08,1,658
-3.24,2.35,1,816
-3.72,1.47,1,211
-3.97,0.50,1,634
-3.97,-0.50,1,581
-3.72,-1.47,1,181
-3.24,-2.35,1,826
-2.55,-3.08,1,587
-1.70,-3.62,1,528
-0.75,-3.93,1,430
0.25,-3.99,1,761
1.24,-3.80,1,1008
2.14,-3.38,1,610
2.92,-2.74,1,850
3.51,-1.93,1,845
3.87,-0.99,1,170
4.00,0.00,1,76
4.90,1.01,1,931
4.59,1.97,1,642
4.10,2.86,1,19
3.44,3.62,1,490
2.64,4.24,1,845
1.74,4.69,1,757
0.76,4.94,1,876
-0.25,4.99,1,8
-1.25,4.84,1,802
-2.20,4.49,1,225
-3.06,3.95,1,944
-3.79,3.26,1,882
-4.37,2.43,1,668
-4.77,1.50,1,784
-4.97,0.51,1,157
-4.97,-0.51,1,803
-4.77,-1.50,1,129
-4.37,-2.43,1,608
-3.79,-3.26,1,620
-3.06,-3.95,1,348
-2.20,-4.49,1,366
-1.25,-4.84,1,852
-0.25,-4.99,1,346
0.76,-4.94,1,503
1.74,-4.69,1,609
2.64,-4.24,1,910
3.44,-3.62,1,545
4.10,-2.86,1,275
4.59,-1.97,1,447
4.90,-1.01,1,3
5.00,-0.00,1,897
5.91,1.01,1,670
5.66,2.00,1,201
5.24,2.93,1,152
4.67,3.77,1,328
3.96,4.50,1,238
3.15,5.11,1,586
2.24,5.57,1,916
1.26,5.87,1,930
0.25,5.99,1,34
-0.76,5.95,1,101
-1.76,5.74,1,19
-2.70,5.36,1,688
-3.57,4.82,1,836
-4.33,4.15,1,331
-4.97,3.36,1,717
-5.47,2.47,1,622
-5.81,1.51,1,211
-5.98,0.51,1,617
-5.98,-0.51,1,623
-5.81,-1.51,1,867
-5.47,-2.47,1,616
-4.97,-3.36,1,931
-4.33,-4.15,1,341
-3.57,-4.82,1,903
-2.70,-5.36,1,329
-1.76,-5.74,1,296
-0.76,-5.95,1,628
0.25,-5.99,1,649
1.26,-5.87,1,72
2.24,-5.57,1,256
3.15,-5.11,1,163
3.96,-4.50,1,128
4.67,-3.77,1,681
5.24,-2.93,1,740
5.66,-2.00,1,669
5.91,-1.01,1,121
6.00,-0.00,1,1016
6.93,1.02,1,770
6.70,2.02,1,870
6.34,2.97,1,709
5.84,3.86,1,630
5.21,4.67,1,529
4.48,5.38,1,967
3.65,5.98,1,676
2.74,6.44,1,111
1.77,6.77,1,803
0.77,6.96,1,790
-0.26,7.00,1,653
-1.27,6.88,1,657
-2.26,6.63,1,731
-3.20,6.23,1,955
-4.07,5.69,1,561
-4.86,5.04,1,883
-5.54,4.28,1,256
-6.10,3.43,1,957
-6.54,2.50,1,907
-6.83,1.52,1,948
-6.98,0.51,1,800
-6.98,-0.51,1,565
-6.83,-1.52,1,904
-6.54,-2.50,1,363
-6.10,-3.43,1,955
-5.54,-4.28,1,594
-4.86,-5.04,1,579
-4.07,-5.69,1,954
-3.20,-6.23,1,527
-2.26,-6.63,1,114
-1.27,-6.88,1,807
-0.26,-7.00,1,374
0.77,-6.96,1,705
1.77,-6.77,1,1006
2.74,-6.44,1,872
3.65,-5.98,1,1001
4.48,-5.38,1,796
5.21,-4.67,1,78
5.84,-3.86,1,195
6.34,-2.97,1,338
6.70,-2.02,1,572
6.93,-1.02,1,711
7.00,0.00,1,137
7.94,1.00,1,414
7.75,1.99,1,501
7.44,2.94,1,731
7.01,3.85,1,505
6.47,4.70,1,326
5.83,5.48,1,392
5.10,6.16,1,775
4.29,6.75,1,215
3.41,7.24,1,892
2.47,7.61,1,270
1.50,7.86,1,667
0.50,7.98,1,391
-0.50,7.98,1,595
-1.50,7.86,1,918
-2.47,7.61,1,68
-3.41,7.24,1,926
-4.29,6.75,1,696
-5.10,6.16,1,1015
-5.83,5.48,1,691
-6.47,4.70,1,489
-7.01,3.85,1,685
-7.44,2.94,1,304
-7.75,1.99,1,101
-7.94,1.00,1,166
-8.00,-0.00,1,510
-7.94,-1.00,1,942
-7.75,-1.99,1,906
-7.44,-2.94,1,139
-7.01,-3.85,1,248
-6.47,-4.70,1,760
-5.83,-5.48,1,65
-5.10,-6.16,1,801
-4.29,-6.75,1,44
-3.41,-7.24,1,143
-2.47,-7.61,1,264
-1.50,-7.86,1,731
-0.50,-7.98,1,492
0.50,-7.98,1,364
1.50,-7.86,1,532
2.47,-7.61,1,565
3.41,-7.24,1,969
4.29,-6.75,1,175
5.10,-6.16,1,791
5.83,-5.48,1,304
6.47,-4.70,1,349
7.01,-3.85,1,331
7.44,-2.94,1,705
7.75,-1.99,1,152
7.94,-1.00,1,901
8.00,0.00,1,461
8.94,1.01,1,933
8.77,2.00,1,69
8.49,2.97,1,180
8.11,3.90,1,997
7.62,4.79,1,966
7.04,5.61,1,733
6.36,6.36,1,1019
5.61,7.04,1,738
4.79,7.62,1,200
3.90,8.11,1,800
2.97,8.49,1,61
2.00,8.77,1,965
1.01,8.94,1,218
0.00,9.00,1,493
-1.01,8.94,1,393
-2.00,8.77,1,239
-2.97,8.49,1,99
-3.90,8.11,1,703
-4.79,7.62,1,746
-5.61,7.04,1,994
-6.36,6.36,1,189
-7.04,5.61,1,577
-7.62,4.79,1,589
-8.11,3.90,1,969
-8.49,2.97,1,314
-8.77,2.00,1,318
-8.94,1.01,1,856
-9.00,0.00,1,119
-8.94,-1.01,1,355
-8.77,-2.00,1,151
-8.49,-2.97,1,541
-8.11,-3.90,1,28
-7.62,-4.79,1,703
-7.04,-5.61,1,923
-6.36,-6.36,1,383
-5.61,-7.04,1,90
-4.79,-7.62,1,572
-3.90,-8.11,1,758
-2.97,-8.49,1,965
-2.00,-8.77,1,930
-1.01,-8.94,1,427
0.00,-9.00,1,630
1.01,-8.94,1,483
2.00,-8.77,1,312
2.97,-8.49,1,336
3.90,-8.11,1,568
4.79,-7.62,1,856
5.61,-7.04,1,499
6.36,-6.36,1,303
7.04,-5.61,1,962
7.62,-4.79,1,267
8.11,-3.90,1,238
8.49,-2.97,1,701
8.77,-2.00,1,978
8.94,-1.01,1,677
9.00,0.00,1,898
9.95,1.01,1,81
9.80,2.01,1,340
9.54,2.99,1,229
9.19,3.94,1,384
8.74,4.85,1,95
8.21,5.71,1,423
7.59,6.51,1,525
6.89,7.25,1,466
6.12,7.91,1,297
5.29,8.49,1,496
4.40,8.98,1,434
3.47,9.38,1,381
2.51,9.68,1,710
1.51,9.88,1,754
0.51,9.99,1,192
-0.51,9.99,1,444
-1.51,9.88,1,107
-2.51,9.68,1,843
-3.47,9.38,1,416
-4.40,8.98,1,905
-5.29,8.49,1,133
-6.12,7.91,1,441
-6.89,7.25,1,204
-7.59,6.51,1,467
-8.21,5.71,1,287
-8.74,4.85,1,43
-9.19,3.94,1,676
-9.54,2.99,1,836
-9.80,2.01,1,760
-9.95,1.01,1,726
-10.00,0.00,1,172
-9.95,-1.01,1,204
-9.80,-2.01,1,934
-9.54,-2.99,1,620
-9.19,-3.94,1,229
-8.74,-4.85,1,840
-8.21,-5.71,1,809
-7.59,-6.51,1,1024
-6.89,-7.25,1,142
-6.12,-7.91,1,493
-5.29,-8.49,1,408
-4.40,-8.98,1,130
-3.47,-9.38,1,962
-2.51,-9.68,1,424
-1.51,-9.88,1,513
-0.51,-9.99,1,624
0.51,-9.99,1,276
1.51,-9.88,1,970
2.51,-9.68,1,855
3.47,-9.38,1,515
4.40,-8.98,1,47
5.29,-8.49,1,426
6.12,-7.91,1,591
6.89,-7.25,1,846
7.59,-6.51,1,894
8.21,-5.71,1,142
8.74,-4.85,1,853
9.19,-3.94,1,342
9.54,-2.99,1,219
9.80,-2.01,1,463
9.95,-1.01,1,897
10.00,0.00,1,398
10.95,1.00,1,895
10.82,1.99,1,335
10.59,2.97,1,912
10.28,3.92,1,789
9.88,4.84,1,160
9.40,5.72,1,793
8.84,6.55,1,617
8.21,7.32,1,463
7.51,8.04,1,932
6.75,8.69,1,768
5.93,9.27,1,881
5.06,9.77,1,528
4.15,10.19,1,857
3.21,10.52,1,809
2.24,10.77,1,34
1.25,10.93,1,881
0.25,11.00,1,529
-0.75,10.97,1,634
-1.75,10.86,1,21
-2.73,10.66,1,355
-3.68,10.36,1,590
-4.61,9.99,1,934
-5.50,9.53,1,741
-6.34,8.99,1,671
-7.13,8.37,1,980
-7.87,7.69,1,389
-8.53,6.94,1,505
-9.13,6.14,1,912
-9.65,5.28,1,887
-10.09,4.38,1,45
-10.45,3.45,1,884
-10.72,2.48,1,829
-10.90,1.50,1,96
-10.99,0.50,1,807
-10.99,-0.50,1,838
-10.90,-1.50,1,300
-10.72,-2.48,1,263
-10.45,-3.45,1,588
-10.09,-4.38,1,584
-9.65,-5.28,1,633
-9.13,-6.14,1,653
-8.53,-6.94,1,354
-7.87,-7.69,1,916
-7.13,-8.37,1,476
-6.34,-8.99,1,944
-5.50,-9.53,1,678
-4.61,-9.99,1,426
-3.68,-10.36,1,167
-2.73,-10.66,1,921
-1.75,-10.86,1,642
-0.75,-10.97,1,91
0.25,-11.00,1,117
1.25,-10.93,1,131
2.24,-10.77,1,338
3.21,-10.52,1,943
4.15,-10.19,1,233
5.06,-9.77,1,971
5.93,-9.27,1,711
6.75,-8.69,1,834
7.51,-8.04,1,619
8.21,-7.32,1,686
8.84,-6.55,1,534
9.40,-5.72,1,757
9.88,-4.84,1,615
10.28,-3.92,1,655
10.59,-2.97,1,366
10.82,-1.99,1,154
10.95,-1.00,1,80
11.00,0.00,1,167
11.96,1.00,1,1003
11.83,2.00,1,366
11.62,2.98,1,662
11.33,3.95,1,802
10.96,4.88,1,152
10.52,5.78,1,511
10.00,6.64,1,343
9.40,7.45,1,23
8.75,8.21,1,267
8.03,8.92,1,557
7.26,9.56,1,410
6.43,10.13,1,91
5.56,10.63,1,938
4.65,11.06,1,239
3.71,11.41,1,534
2.74,11.68,1,411
1.75,11.87,1,497
0.75,11.98,1,724
-0.25,12.00,1,67
-1.25,11.93,1,484
-2.25,11.79,1,93
-3.23,11.56,1,998
-4.18,11.25,1,150
-5.11,10.86,1,292
-6.00,10.39,1,779
-6.85,9.85,1,276
-7.65,9.25,1,15
-8.40,8.57,1,945
-9.08,7.84,1,615
-9.71,7.05,1,948
-10.26,6.22,1,569
-10.75,5.34,1,639
-11.16,4.42,1,91
-11.49,3.47,1,179
-11.74,2.49,1,844
-11.91,1.50,1,384
-11.99,0.50,1,636
-11.99,-0.50,1,351
-11.91,-1.50,1,354
-11.74,-2.49,1,178
-11.49,-3.47,1,471
-11.16,-4.42,1,274
-10.75,-5.34,1,824
-10.26,-6.22,1,417
-9.71,-7.05,1,357
-9.08,-7.84,1,543
-8.40,-8.57,1,677
-7.65,-9.25,1,971
-6.85,-9.85,1,497
-6.00,-10.39,1,933
-5.11,-10.86,1,788
-4.18,-11.25,1,233
-3.23,-11.56,1,650
-2.25,-11.79,1,163
-1.25,-11.93,1,209
-0.25,-12.00,1,91
0.75,-11.98,1,800
1.75,-11.87,1,142
2.74,-11.68,1,564
3.71,-11.41,1,1018
4.65,-11.06,1,903
5.56,-10.63,1,824
6.43,-10.13,1,697
7.26,-9.56,1,305
8.03,-8.92,1,899
8.75,-8.21,1,490
9.40,-7.45,1,505
10.00,-6.64,1,42
10.52,-5.78,1,288
10.96,-4.88,1,115
11.33,-3.95,1,551
11.62,-2.98,1,153
11.83,-2.00,1,576
11.96,-1.00,1,928
12.00,-0.00,1,859
0.00,0.00,2,14
0.50,0.87,2,438
-0.50,0.87,2,272
-1.00,0.00,2,588
-0.50,-0.87,2,282
0.50,-0.87,2,792
1.00,-0.00,2,102
1.73,1.00,2,474
1.00,1.73,2,409
0.00,2.00,2,352
-1.00,1.73,2,235
-1.73,1.00,2,735
-2.00,0.00,2,209
-1.73,-1.00,2,687
-1.00,-1.73,2,405
-0.00,-2.00,2,13
1.00,-1.73,2,236
1.73,-1.00,2,237
2.00,0.00,2,564
2.82,1.03,2,66
2.30,1.93,2,264
1.50,2.60,2,593
0.52,2.95,2,110
-0.52,2.95,2,515
-1.50,2.60,2,807
-2.30,1.93,2,22
